1,14,1000,13,13
2,71,1000,49,51
3,258,1000,129,135
4,471,1000,179,197
5,703,1000,243,283
6,808,1000,210,252
7,873,1000,235,272
8,921,1000,241,284
9,950,1000,254,306
10,944,1000,224,272
11,962,1000,254,321
12,968,1000,271,324
13,983,1000,256,319
14,983,1000,262,325
15,979,1000,256,298
16,989,1000,243,295
17,988,1000,246,311
18,989,1000,259,299
19,989,1000,244,283
20,992,1000,262,312
21,995,1000,242,292
22,993,1000,263,317
23,994,1000,252,309
24,992,1000,245,308
25,994,1000,262,316
26,996,1000,231,282
27,997,1000,258,312
28,997,1000,250,297
29,997,1000,255,295
30,999,1000,249,303
31,997,1000,266,321
32,997,1000,254,304
33,1000,1000,268,322
34,999,1000,260,310
35,1000,1000,257,300
36,999,1000,229,283
37,1000,1000,251,300
38,998,1000,251,307
39,1000,1000,238,284
40,999,1000,269,331
41,998,1000,244,282
42,998,1000,271,330
43,1000,1000,229,281
44,1000,1000,264,309
45,999,1000,245,288
46,999,1000,248,304
47,1000,1000,248,305
48,998,1000,248,295
49,1000,1000,237,295
50,999,1000,246,293
