1,0.66036
2,0.684187
3,0.298707
4,0.43685
5,0.0840794
6,1.55228
7,1.07469
8,0.365019
9,0.0438992
10,0.0873094
11,0.0755301
12,0.00397321
13,0.0434092
14,0.00170256
15,0.0516764
16,0.00104281
17,0.0523291
18,0.000969748
19,0.0329826
20,0.000891078
21,0.0225859
22,0.00132184
23,0.00100692
24,0.00177569
25,0.000724025
26,0.0569757
27,0.00223426
28,0.00127852
29,0.00276901
30,1.17666
31,1.26832
32,1.67883
33,1.46132
34,1.01595
35,1.52697
36,1.18108
37,0.716056
38,0.690565
39,0.866804
40,0.845585
41,0.945494
42,0.722662
43,0.996303
44,1.10667
45,1.58719
46,0.696397
47,0.532964
48,0.626146
49,0.310237
50,0.134561
51,0.0049281
52,0.0403273
53,0.00159105
54,0.0463761
55,0.000948917
56,0.0528166
57,0.000965912
58,0.0553619
59,0.00107431
60,0.0516869
61,0.00105737
62,0.0286705
63,0.000821653
64,0.0234505
65,0.00127154
66,0.000750445
67,0.00387879
68,0.270173
69,0.018282
70,0.0103318
71,0.00346898
72,0.000959695
73,0.00800811
74,0.105759
75,0.00862659
76,0.105552
77,0.00861449
78,0.104393
79,0.00808029
80,0.10573
81,0.00868107
82,0.103136
83,0.00749489
84,0.107434
85,0.00944752
86,0.100065
87,0.00623489
88,0.112302
89,0.0119719
90,0.0912561
91,0.0036343
92,0.123794
93,0.0194449
94,0.068708
95,0.00164339
96,0.0086849
97,0.00446337
98,0.0155225
99,0.00198122
100,0.00670279
101,0.155494
102,0.00879878
103,0.00271953
104,0.0426992
105,0.00114826
106,0.053028
107,0.000965405
108,0.0504073
109,0.000886935
110,0.0466182
111,0.000766164
112,0.0390456
113,0.000593079
114,0.0370297
115,0.000614036
116,0.0282652
117,0.00079133
118,0.00214087
119,0.000569103
120,2.3909
121,0.631076
122,0.534618
123,0.215583
124,0.0369788
125,0.00309328
126,0.0263315
127,0.00208575
128,0.0111838
129,0.00561291
130,0.0175211
131,0.011412
132,0.101221
133,0.00390232
134,0.125136
135,0.0120252
136,0.00433797
137,0.0347228
138,0.00164301
139,0.0488922
140,0.000980791
141,0.0451334
142,0.000706637
143,0.040247
144,0.00069701
145,0.0225838
146,0.00109457
147,0.00871529
148,0.124084
149,0.00487266
150,0.00133799
151,0.00412762
152,0.236595
153,0.171639
154,0.00795885
155,0.0522229
156,0.00197203
157,0.057487
158,0.00115638
159,0.0343672
160,0.00080948
161,0.0261709
162,0.00100001
163,0.00126446
164,0.000800007
165,0.00245468
166,0.17375
167,0.0096745
168,0.0669807
169,0.00174775
170,0.0516843
171,0.000954447
172,0.0396471
173,0.000671396
174,0.0329683
175,0.000887951
176,0.0113875
177,0.0210509
178,0.0137038
179,0.00727806
180,0.0077224
181,0.00114838
182,0.000837366
183,0.0129245
184,0.00720235
185,0.0329804
186,0.00626849
187,0.00245661
188,0.0038242
189,0.00406965
190,0.0134822
191,0.00543157
192,0.00433422
193,0.00626181
194,0.00169216
195,0.000606639
196,0.15179
197,0.00882259
198,0.00272838
199,0.003897
200,0.00519708
1,2.77681
2,0.710385
3,0.645173
4,0.63005
5,0.25838
6,0.0526564
7,0.0458144
8,0.00221694
9,0.0114158
10,0.00607913
11,0.105226
