1,0.433545
2,0.211355
3,0.0387093
4,0.00285427
5,0.0100726
6,0.00413832
7,0.0121277
8,0.00724487
9,0.00171101
10,0.00100128
11,0.00198228
12,0.000669874
13,0.195066
14,0.0525942
15,0.0407541
16,0.0148799
17,0.108711
18,0.00470846
19,0.00679998
20,0.0096121
21,0.0142282
22,0.0599441
23,0.00326754
24,0.0498456
25,0.00122135
26,0.0378674
27,0.00090979
28,0.0213245
29,0.00164113
30,0.000731044
31,0.0275298
32,0.00825688
33,0.00719129
34,0.00760923
35,0.00170079
36,0.00068013
37,0.0642607
38,0.00193644
39,0.000840159
40,0.0180712
41,0.0253225
42,0.0882014
43,0.00419124
44,0.0592482
45,0.00121775
46,0.0449385
47,0.000742944
48,0.033571
49,0.000918332
50,0.00186704
1,1.64739
2,0.543113
3,0.168449
4,0.164732
5,0.00823048
6,0.0517521
7,0.00249424
8,0.0483603
9,0.00118254
10,0.0484318
11,0.000827722
12,0.0450522
13,0.000739316
14,0.0436281
15,0.000700691
16,0.0403458
17,0.000694424
18,0.0354908
19,0.000737115
20,0.0267316
21,0.000977416
22,0.0135028
23,0.0111022
24,0.0996789
25,0.00378401
26,0.121129
27,0.0132313
28,0.0866572
29,0.00224596
30,0.00548371
31,0.0662596
32,0.00193448
33,0.000952107
34,0.021835
35,0.00137958
36,0.000932694
37,0.00220792
38,0.0052027
39,0.374379
40,0.105112
41,0.0706365
42,0.0634747
43,0.00196486
44,0.045548
45,0.00092863
46,0.0513509
47,0.000898008
48,0.0489276
49,0.000827622
50,0.0338811
1,1.0535
2,0.876847
3,0.741211
4,1.04311
5,0.660587
6,1.2814
7,1.46396
8,1.22724
9,1.17521
10,0.631217
11,0.332153
12,1.48888
13,0.422985
14,0.111593
15,0.720832
16,0.195648
17,0.0892083
18,0.00337338
19,0.0380802
20,0.00147233
21,0.0372385
22,0.000968021
23,0.0321456
24,0.00104141
25,0.0198408
26,0.010701
27,0.00200804
28,0.000592001
29,0.739657
30,1.58951
31,1.87503
32,2.07995
33,1.25757
34,0.665029
35,0.330715
36,0.0537126
37,0.0259043
38,0.118792
39,0.00501884
40,0.0336742
41,0.00195261
42,0.012758
43,0.0127716
44,0.00779395
45,0.00543741
46,0.0163817
47,0.000783399
48,0.00425932
49,0.113863
