1,2,1000,2,2
2,3,1000,2,2
3,33,1000,23,25
4,93,1000,51,67
5,222,1000,102,146
6,330,1000,134,230
7,482,1000,156,289
8,512,1000,141,305
9,646,1000,166,372
10,689,1000,156,386
11,770,1000,155,410
12,774,1000,167,459
13,833,1000,179,466
14,869,1000,173,458
15,867,1000,188,493
16,904,1000,186,496
17,921,1000,172,509
18,925,1000,200,535
19,946,1000,167,484
20,958,1000,161,498
21,959,1000,175,495
22,969,1000,166,534
23,975,1000,192,518
24,976,1000,167,501
25,985,1000,190,517
26,979,1000,168,481
27,983,1000,176,518
28,983,1000,166,511
29,993,1000,201,515
30,991,1000,173,535
31,994,1000,184,522
32,996,1000,169,495
33,999,1000,163,516
34,994,1000,169,489
35,999,1000,197,525
36,996,1000,186,530
37,1000,1000,179,510
38,996,1000,170,501
39,999,1000,194,544
40,998,1000,186,522
41,1000,1000,173,495
42,999,1000,167,483
43,1000,1000,179,508
44,998,1000,179,533
45,999,1000,183,497
46,1000,1000,178,523
47,1000,1000,171,513
48,999,1000,181,507
49,999,1000,168,500
50,1000,1000,180,512
